chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.224#0.083#0.088#0.967,-0.144#0.574#0.084#0.802,-0.213#0.571#0.238#0.756,-0.045#-0.106#0.076#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.224#0.083#0.088#0.967,-0.144#0.574#0.084#0.802,-0.213#0.571#0.238#0.756,-0.042#-0.116#0.071#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.224#0.083#0.088#0.967,-0.151#0.567#0.074#0.806,-0.213#0.571#0.238#0.756,-0.042#-0.116#0.071#0.99,-0.339#-0.151#-0.145#0.917,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.224#0.083#0.088#0.967,-0.151#0.567#0.074#0.806,-0.213#0.571#0.238#0.756,-0.042#-0.116#0.071#0.99,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#0.072#0.084#0.967,-0.151#0.567#0.074#0.806,-0.213#0.571#0.238#0.756,-0.042#-0.116#0.071#0.99,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#0.072#0.084#0.967,-0.151#0.567#0.074#0.806,-0.219#0.578#0.233#0.751,-0.042#-0.116#0.071#0.99,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#0.072#0.084#0.967,-0.151#0.567#0.074#0.806,-0.219#0.578#0.233#0.751,-0.035#-0.127#0.061#0.989,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#0.072#0.084#0.967,-0.151#0.567#0.074#0.806,-0.219#0.578#0.233#0.751,-0.035#-0.127#0.061#0.989,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.228#0.072#0.084#0.967,-0.154#0.558#0.066#0.813,-0.219#0.578#0.233#0.751,-0.035#-0.127#0.061#0.989,-0.34#-0.161#-0.156#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.064#0.083#0.967,-0.154#0.558#0.066#0.813,-0.219#0.578#0.233#0.751,-0.035#-0.127#0.061#0.989,-0.35#-0.166#-0.169#0.906,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.064#0.083#0.967,-0.154#0.558#0.066#0.813,-0.218#0.57#0.245#0.753,-0.035#-0.127#0.061#0.989,-0.35#-0.166#-0.169#0.906,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.064#0.083#0.967,-0.154#0.558#0.066#0.813,-0.218#0.57#0.245#0.753,-0.035#-0.127#0.061#0.989,-0.35#-0.166#-0.169#0.906,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.064#0.083#0.967,-0.154#0.558#0.066#0.813,-0.218#0.57#0.245#0.753,-0.032#-0.135#0.053#0.989,-0.35#-0.166#-0.169#0.906,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.231#0.064#0.083#0.967,-0.154#0.553#0.066#0.816,-0.218#0.57#0.245#0.753,-0.032#-0.135#0.053#0.989,-0.35#-0.166#-0.169#0.906,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.154#0.553#0.066#0.816,-0.218#0.57#0.245#0.753,-0.032#-0.135#0.053#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.154#0.553#0.066#0.816,-0.218#0.57#0.245#0.753,-0.032#-0.135#0.053#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.154#0.553#0.066#0.816,-0.22#0.56#0.254#0.758,-0.032#-0.135#0.053#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.154#0.553#0.066#0.816,-0.22#0.56#0.254#0.758,-0.028#-0.137#0.042#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.154#0.553#0.066#0.816,-0.22#0.56#0.254#0.758,-0.028#-0.137#0.042#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.233#0.058#0.082#0.967,-0.155#0.551#0.072#0.817,-0.22#0.56#0.254#0.758,-0.028#-0.137#0.042#0.989,-0.369#-0.163#-0.18#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.155#0.551#0.072#0.817,-0.22#0.56#0.254#0.758,-0.028#-0.137#0.042#0.989,-0.379#-0.142#-0.175#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.155#0.551#0.072#0.817,-0.221#0.543#0.262#0.766,-0.028#-0.137#0.042#0.989,-0.379#-0.142#-0.175#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.155#0.551#0.072#0.817,-0.221#0.543#0.262#0.766,-0.028#-0.137#0.042#0.989,-0.379#-0.142#-0.175#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.155#0.551#0.072#0.817,-0.221#0.543#0.262#0.766,-0.027#-0.138#0.033#0.99,-0.379#-0.142#-0.175#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.151#0.554#0.078#0.815,-0.221#0.543#0.262#0.766,-0.027#-0.138#0.033#0.99,-0.379#-0.142#-0.175#0.897,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.234#0.057#0.081#0.967,-0.151#0.554#0.078#0.815,-0.221#0.543#0.262#0.766,-0.027#-0.138#0.033#0.99,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.24#0.056#0.083#0.966,-0.151#0.554#0.078#0.815,-0.221#0.543#0.262#0.766,-0.027#-0.138#0.033#0.99,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.24#0.056#0.083#0.966,-0.151#0.554#0.078#0.815,-0.221#0.534#0.27#0.77,-0.027#-0.138#0.033#0.99,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.24#0.056#0.083#0.966,-0.151#0.554#0.078#0.815,-0.221#0.534#0.27#0.77,-0.014#-0.147#0.033#0.988,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.24#0.056#0.083#0.966,-0.151#0.554#0.078#0.815,-0.221#0.534#0.27#0.77,-0.014#-0.147#0.033#0.988,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.24#0.056#0.083#0.966,-0.147#0.557#0.082#0.814,-0.221#0.534#0.27#0.77,-0.014#-0.147#0.033#0.988,-0.368#-0.125#-0.18#0.904,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.147#0.557#0.082#0.814,-0.221#0.534#0.27#0.77,-0.014#-0.147#0.033#0.988,-0.358#-0.126#-0.179#0.907,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.147#0.557#0.082#0.814,-0.216#0.532#0.269#0.773,-0.014#-0.147#0.033#0.988,-0.358#-0.126#-0.179#0.907,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.147#0.557#0.082#0.814,-0.216#0.532#0.269#0.773,-0.014#-0.147#0.033#0.988,-0.358#-0.126#-0.179#0.907,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.147#0.557#0.082#0.814,-0.216#0.532#0.269#0.773,-0.004#-0.157#0.03#0.987,-0.358#-0.126#-0.179#0.907,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.14#0.562#0.08#0.811,-0.216#0.532#0.269#0.773,-0.004#-0.157#0.03#0.987,-0.358#-0.126#-0.179#0.907,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.255#0.057#0.084#0.962,-0.14#0.562#0.08#0.811,-0.216#0.532#0.269#0.773,-0.004#-0.157#0.03#0.987,-0.343#-0.126#-0.178#0.914,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.27#0.051#0.085#0.958,-0.14#0.562#0.08#0.811,-0.216#0.532#0.269#0.773,-0.004#-0.157#0.03#0.987,-0.343#-0.126#-0.178#0.914,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.27#0.051#0.085#0.958,-0.14#0.562#0.08#0.811,-0.212#0.539#0.266#0.771,-0.004#-0.157#0.03#0.987,-0.343#-0.126#-0.178#0.914,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.27#0.051#0.085#0.958,-0.14#0.562#0.08#0.811,-0.212#0.539#0.266#0.771,0.005#-0.163#0.032#0.986,-0.343#-0.126#-0.178#0.914,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.27#0.051#0.085#0.958,-0.129#0.551#0.07#0.822,-0.212#0.539#0.266#0.771,0.005#-0.163#0.032#0.986,-0.343#-0.126#-0.178#0.914,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.129#0.551#0.07#0.822,-0.212#0.539#0.266#0.771,0.005#-0.163#0.032#0.986,-0.336#-0.133#-0.181#0.915,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.129#0.551#0.07#0.822,-0.212#0.539#0.266#0.771,0.005#-0.163#0.032#0.986,-0.336#-0.133#-0.181#0.915,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.129#0.551#0.07#0.822,-0.21#0.525#0.257#0.784,0.005#-0.163#0.032#0.986,-0.336#-0.133#-0.181#0.915,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.129#0.551#0.07#0.822,-0.21#0.525#0.257#0.784,0.008#-0.18#0.03#0.983,-0.336#-0.133#-0.181#0.915,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.109#0.525#0.053#0.842,-0.21#0.525#0.257#0.784,0.008#-0.18#0.03#0.983,-0.336#-0.133#-0.181#0.915,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.279#0.042#0.091#0.955,-0.109#0.525#0.053#0.842,-0.21#0.525#0.257#0.784,0.008#-0.18#0.03#0.983,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.285#0.017#0.098#0.953,-0.109#0.525#0.053#0.842,-0.21#0.525#0.257#0.784,0.008#-0.18#0.03#0.983,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.285#0.017#0.098#0.953,-0.109#0.525#0.053#0.842,-0.209#0.495#0.243#0.808,0.008#-0.18#0.03#0.983,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.285#0.017#0.098#0.953,-0.109#0.525#0.053#0.842,-0.209#0.495#0.243#0.808,0.008#-0.18#0.03#0.983,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.285#0.017#0.098#0.953,-0.109#0.525#0.053#0.842,-0.209#0.495#0.243#0.808,0.006#-0.219#0.025#0.975,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.285#0.017#0.098#0.953,-0.078#0.477#0.019#0.875,-0.209#0.495#0.243#0.808,0.006#-0.219#0.025#0.975,-0.335#-0.147#-0.181#0.913,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.078#0.477#0.019#0.875,-0.209#0.495#0.243#0.808,0.006#-0.219#0.025#0.975,-0.357#-0.166#-0.193#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.078#0.477#0.019#0.875,-0.209#0.495#0.243#0.808,0.006#-0.219#0.025#0.975,-0.357#-0.166#-0.193#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.078#0.477#0.019#0.875,-0.285#0.372#0.222#0.855,0.006#-0.219#0.025#0.975,-0.357#-0.166#-0.193#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.078#0.477#0.019#0.875,-0.285#0.372#0.222#0.855,0.004#-0.27#0.023#0.963,-0.357#-0.166#-0.193#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.06#0.385#-0.034#0.92,-0.285#0.372#0.222#0.855,0.004#-0.27#0.023#0.963,-0.357#-0.166#-0.193#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.291#-0.022#0.101#0.951,-0.06#0.385#-0.034#0.92,-0.285#0.372#0.222#0.855,0.004#-0.27#0.023#0.963,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.302#-0.075#0.098#0.945,-0.06#0.385#-0.034#0.92,-0.285#0.372#0.222#0.855,0.004#-0.27#0.023#0.963,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.302#-0.075#0.098#0.945,-0.06#0.385#-0.034#0.92,-0.368#0.257#0.183#0.874,0.004#-0.27#0.023#0.963,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.302#-0.075#0.098#0.945,-0.06#0.385#-0.034#0.92,-0.368#0.257#0.183#0.874,0.004#-0.27#0.023#0.963,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.302#-0.075#0.098#0.945,-0.06#0.385#-0.034#0.92,-0.368#0.257#0.183#0.874,-0.016#-0.328#0.013#0.945,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.302#-0.075#0.098#0.945,-0.067#0.301#-0.08#0.948,-0.368#0.257#0.183#0.874,-0.016#-0.328#0.013#0.945,-0.409#-0.211#-0.216#0.861,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.067#0.301#-0.08#0.948,-0.368#0.257#0.183#0.874,-0.016#-0.328#0.013#0.945,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.067#0.301#-0.08#0.948,-0.368#0.257#0.183#0.874,-0.016#-0.328#0.013#0.945,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.067#0.301#-0.08#0.948,-0.448#0.191#0.11#0.866,-0.016#-0.328#0.013#0.945,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.067#0.301#-0.08#0.948,-0.448#0.191#0.11#0.866,-0.043#-0.383#0.004#0.923,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.067#0.301#-0.08#0.948,-0.448#0.191#0.11#0.866,-0.043#-0.383#0.004#0.923,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.318#-0.135#0.091#0.934,-0.081#0.229#-0.11#0.964,-0.448#0.191#0.11#0.866,-0.043#-0.383#0.004#0.923,-0.47#-0.255#-0.245#0.809,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.336#-0.189#0.086#0.919,-0.081#0.229#-0.11#0.964,-0.448#0.191#0.11#0.866,-0.043#-0.383#0.004#0.923,-0.528#-0.287#-0.266#0.754,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.336#-0.189#0.086#0.919,-0.081#0.229#-0.11#0.964,-0.477#0.113#0.054#0.87,-0.043#-0.383#0.004#0.923,-0.528#-0.287#-0.266#0.754,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.336#-0.189#0.086#0.919,-0.081#0.229#-0.11#0.964,-0.477#0.113#0.054#0.87,-0.043#-0.383#0.004#0.923,-0.528#-0.287#-0.266#0.754,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.336#-0.189#0.086#0.919,-0.081#0.229#-0.11#0.964,-0.477#0.113#0.054#0.87,-0.081#-0.435#0.007#0.897,-0.528#-0.287#-0.266#0.754,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.336#-0.189#0.086#0.919,-0.099#0.172#-0.135#0.971,-0.477#0.113#0.054#0.87,-0.081#-0.435#0.007#0.897,-0.528#-0.287#-0.266#0.754,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.099#0.172#-0.135#0.971,-0.477#0.113#0.054#0.87,-0.081#-0.435#0.007#0.897,-0.556#-0.325#-0.273#0.715,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.099#0.172#-0.135#0.971,-0.482#0.038#0.028#0.875,-0.081#-0.435#0.007#0.897,-0.556#-0.325#-0.273#0.715,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.099#0.172#-0.135#0.971,-0.482#0.038#0.028#0.875,-0.081#-0.435#0.007#0.897,-0.556#-0.325#-0.273#0.715,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.099#0.172#-0.135#0.971,-0.482#0.038#0.028#0.875,-0.125#-0.461#0.021#0.878,-0.556#-0.325#-0.273#0.715,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.11#0.143#-0.161#0.97,-0.482#0.038#0.028#0.875,-0.125#-0.461#0.021#0.878,-0.556#-0.325#-0.273#0.715,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.344#-0.225#0.09#0.907,-0.11#0.143#-0.161#0.97,-0.482#0.038#0.028#0.875,-0.125#-0.461#0.021#0.878,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.345#-0.248#0.109#0.899,-0.11#0.143#-0.161#0.97,-0.482#0.038#0.028#0.875,-0.125#-0.461#0.021#0.878,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.345#-0.248#0.109#0.899,-0.11#0.143#-0.161#0.97,-0.473#0.031#0.004#0.881,-0.125#-0.461#0.021#0.878,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.345#-0.248#0.109#0.899,-0.11#0.143#-0.161#0.97,-0.473#0.031#0.004#0.881,-0.157#-0.494#0.027#0.855,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.345#-0.248#0.109#0.899,-0.11#0.143#-0.161#0.97,-0.473#0.031#0.004#0.881,-0.157#-0.494#0.027#0.855,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.345#-0.248#0.109#0.899,-0.117#0.134#-0.172#0.969,-0.473#0.031#0.004#0.881,-0.157#-0.494#0.027#0.855,-0.563#-0.328#-0.283#0.704,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.117#0.134#-0.172#0.969,-0.473#0.031#0.004#0.881,-0.157#-0.494#0.027#0.855,-0.56#-0.367#-0.267#0.693,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.117#0.134#-0.172#0.969,-0.442#0.046#-0.012#0.896,-0.157#-0.494#0.027#0.855,-0.56#-0.367#-0.267#0.693,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.117#0.134#-0.172#0.969,-0.442#0.046#-0.012#0.896,-0.157#-0.494#0.027#0.855,-0.56#-0.367#-0.267#0.693,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.117#0.134#-0.172#0.969,-0.442#0.046#-0.012#0.896,-0.194#-0.51#0.012#0.838,-0.56#-0.367#-0.267#0.693,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.127#0.099#-0.168#0.973,-0.442#0.046#-0.012#0.896,-0.194#-0.51#0.012#0.838,-0.56#-0.367#-0.267#0.693,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.347#-0.275#0.128#0.887,-0.127#0.099#-0.168#0.973,-0.442#0.046#-0.012#0.896,-0.194#-0.51#0.012#0.838,-0.528#-0.393#-0.247#0.711,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.356#-0.302#0.14#0.873,-0.127#0.099#-0.168#0.973,-0.442#0.046#-0.012#0.896,-0.194#-0.51#0.012#0.838,-0.528#-0.393#-0.247#0.711,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.356#-0.302#0.14#0.873,-0.127#0.099#-0.168#0.973,-0.41#0.054#-0.017#0.91,-0.194#-0.51#0.012#0.838,-0.528#-0.393#-0.247#0.711,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.356#-0.302#0.14#0.873,-0.127#0.099#-0.168#0.973,-0.41#0.054#-0.017#0.91,-0.217#-0.534#-0.003#0.817,-0.528#-0.393#-0.247#0.711,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.356#-0.302#0.14#0.873,-0.126#0.087#-0.164#0.975,-0.41#0.054#-0.017#0.91,-0.217#-0.534#-0.003#0.817,-0.528#-0.393#-0.247#0.711,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.356#-0.302#0.14#0.873,-0.126#0.087#-0.164#0.975,-0.41#0.054#-0.017#0.91,-0.217#-0.534#-0.003#0.817,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.364#-0.326#0.152#0.859,-0.126#0.087#-0.164#0.975,-0.41#0.054#-0.017#0.91,-0.217#-0.534#-0.003#0.817,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.364#-0.326#0.152#0.859,-0.126#0.087#-0.164#0.975,-0.381#0.045#-0.019#0.923,-0.217#-0.534#-0.003#0.817,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.364#-0.326#0.152#0.859,-0.126#0.087#-0.164#0.975,-0.381#0.045#-0.019#0.923,-0.217#-0.534#-0.003#0.817,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.364#-0.326#0.152#0.859,-0.126#0.087#-0.164#0.975,-0.381#0.045#-0.019#0.923,-0.224#-0.557#-0.007#0.8,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.364#-0.326#0.152#0.859,-0.121#0.07#-0.156#0.978,-0.381#0.045#-0.019#0.923,-0.224#-0.557#-0.007#0.8,-0.482#-0.417#-0.221#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.121#0.07#-0.156#0.978,-0.381#0.045#-0.019#0.923,-0.224#-0.557#-0.007#0.8,-0.447#-0.429#-0.206#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.121#0.07#-0.156#0.978,-0.381#0.045#-0.019#0.923,-0.224#-0.557#-0.007#0.8,-0.447#-0.429#-0.206#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.121#0.07#-0.156#0.978,-0.368#0.045#-0.026#0.928,-0.224#-0.557#-0.007#0.8,-0.447#-0.429#-0.206#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.121#0.07#-0.156#0.978,-0.368#0.045#-0.026#0.928,-0.219#-0.575#-0.007#0.788,-0.447#-0.429#-0.206#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.121#0.07#-0.156#0.978,-0.368#0.045#-0.026#0.928,-0.219#-0.575#-0.007#0.788,-0.447#-0.429#-0.206#0.757,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.37#-0.349#0.157#0.847,-0.111#0.063#-0.16#0.979,-0.368#0.045#-0.026#0.928,-0.219#-0.575#-0.007#0.788,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.38#-0.37#0.163#0.832,-0.111#0.063#-0.16#0.979,-0.368#0.045#-0.026#0.928,-0.219#-0.575#-0.007#0.788,-0.432#-0.445#-0.196#0.76,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
